,doc_id,text,country,year
112651,NGA_30_1975.txt.163,"However, the Federal Military Government also believes that certain self-evident facts should unite all Members of the United Nations on an issue such as apartheid, which is so abhorrent to our Charter.",NGA,1975
1052713,IRL_54_1999.txt.57,that are vital to this conflict prevention.,IRL,1999
1915261,MKD_69_2014.txt.300,"issues as integration, our economies, infrastructure,",MKD,2014
895223,BHR_52_1997.txt.448,While we look forward to such a comprehensive,BHR,1997
1302274,NIC_58_2003.txt.21,equally bound by international law.,NIC,2003
1534422,VUT_62_2007.txt.128,Development Policy should also be encouraged to,VUT,2007
1254440,SAU_57_2002.txt.360,and interaction among peoples will be raised in order,SAU,2002
97291,VEN_29_1974.txt.105,"The financial contributions made by Venezuela are equivalent to 1.2 per cent of its gross national product, and it is relevant to point out that the pledges made by the industrialized countries to assist the developing nations along these lines in most cases do not even reach one percent of their gross national product.",VEN,1974
417561,VEN_39_1984.txt.214,Venezuela is prepared to make its contribution in all fields of necessary action.,VEN,1984
1870099,SOM_68_2013.txt.47,"such as Al-Shabaab in the Horn of Africa, is far from",SOM,2013
1188079,LVA_56_2001.txt.143,"participating, with troops and personnel, in all United",LVA,2001
1739065,MOZ_66_2011.txt.122,"of nations, through its organs, in particular the Security",MOZ,2011
815952,TZA_50_1995.txt.356,"United Nations agencies, especially UNCTAD, which will",TZA,1995
914603,GTM_52_1997.txt.182,"We, the",GTM,1997
562758,CAN_47_1992.txt.260,"And let me add, we believe that countries that make",CAN,1992
1739881,MUS_66_2011.txt.359,Article 33 spells out the means and ways of,MUS,2011
1547572,CZE_63_2008.txt.55,international peace and security and to shoulder its,CZE,2008
151663,EGY_32_1977.txt.113,"If the Israeli leaders were genuine in their call, those among them who pay lip-service to peace would not have permitted themselves to declare daily that they insist on annexing territories and ignoring the existence of the people who have been, and still are, the owners of the land and have established rights there.",EGY,1977
1010331,SEN_53_1998.txt.60,"the goals that are before us, our Member States have the",SEN,1998
760652,BRB_50_1995.txt.271,premature.,BRB,1995
828502,BLZ_51_1996.txt.135,massive to be swallowed whole.,BLZ,1996
428588,KHM_40_1985.txt.94,"""Le Monde, 8 May 1985: The Vietnamese at grips with the guerrillas, by Philippe Pons.",KHM,1985
857545,LBY_51_1996.txt.142,through the return of the Palestinians to their homeland,LBY,1996
1875671,TTO_68_2013.txt.299,the preparations for our participation in that upcoming,TTO,2013
1553751,GMB_63_2008.txt.276,under serious stress because of the flight of trained,GMB,2008
1398229,ISR_60_2005.txt.48,"economic benefits, as Israel's improving relations with",ISR,2005
1915262,MKD_69_2014.txt.301,"energy, environmental protection, terrorism and the",MKD,2014
30031,TTO_26_1971.txt.49,involve the accelerated implementation of the policies of the first two sessions of the United Nations Conference on Trade and Development.,TTO,1971
62324,GTM_28_1973.txt.9,200.,GTM,1973
2010979,COM_74_2019.txt.68,The United Nations is seeing its missions multiply with every new challenge that emerges in the world.,COM,2019
813433,THA_50_1995.txt.110,ponder the work on the reform of the Security Council.,THA,1995
607738,YEM_47_1992.txt.202,The,YEM,1992
234893,IRQ_35_1980.txt.76,"After the death of Barzani his sons and followers returned to Iran, where they were granted refuge, assistance and permission to use Iranian territory as a base of operations for threatening Iraq and interfering with its internal security and national integrity.",IRQ,1980
1233784,HTI_57_2002.txt.212,"2001, in accordance with OAS resolutions 806 and",HTI,2002
1817308,TUV_67_2012.txt.209,"is well known, sea-level rise and f looding threaten",TUV,2012
1938846,ZMB_69_2014.txt.105,"climate change, global poverty, public health, children’s",ZMB,2014
1314843,TJK_58_2003.txt.434,"international community, embodied by the United",TJK,2003
30894,UKR_26_1971.txt.110,"This requires increased efforts in the search for a stable and lasting peace in this region, which in its turn would promote the strengthening of universal peace.",UKR,1971
1813808,SYC_67_2012.txt.132,"fuel prices, SIDS can strengthen their resilience through",SYC,2012
709338,HTI_49_1994.txt.5,I thank him with all my heart for the ties of solidarity he has woven with the Haitian people.,HTI,1994
302020,ESP_37_1982.txt.176,The grave situation in Central,ESP,1982
28601,SLE_26_1971.txt.224,106.,SLE,1971
230174,EGY_35_1980.txt.23,"As a member of the Group of 77, Egypt realizes full well that its economic salvation must ultimately lie in self-reliance.",EGY,1980
1938287,YEM_69_2014.txt.151,Partnership Agreement.,YEM,2014
1651952,BDI_65_2010.txt.110,groups and developing projects and programmes that,BDI,2010
757130,BGD_50_1995.txt.36,"In the wake of the cold war, the United Nations is",BGD,1995
1270826,BGR_58_2003.txt.1,"﻿Allow me, at the outset, to congratulate you",BGR,2003
165362,SLV_32_1977.txt.13,Therefore we can in no way attribute to a deficiency in the Organization or to inefficacy on its part the fact that certain items remain for ever on the agenda of the Assembly.,SLV,1977
698584,DJI_49_1994.txt.413,neighbours or the world.,DJI,1994
1976808,DNK_72_2017.txt.69,"Denmark welcomes the vision of the Secretary-General for the peace and security architecture of the United Nations with a streamlined, coordinated and effective response in the field.",DNK,2017
1822341,ZWE_67_2012.txt.165,"anyway, it is still being debated.",ZWE,2012
507567,LKA_44_1989.txt.84,Such frustrations have fuelled strong radical views.,LKA,1989
378490,MDV_38_1983.txt.39,Developments during the past year have increased the gravity of the situation.,MDV,1983
1295374,LIE_58_2003.txt.103,The Council has opened up to the membership,LIE,2003
806358,QAT_50_1995.txt.344,affairs of other States or as justification for discriminatory,QAT,1995
961216,BEN_53_1998.txt.245,spirit of tolerance and sharing.,BEN,1998
1773468,CHN_67_2012.txt.354,relations and overall stability in the region.,CHN,2012
136754,NLD_31_1976.txt.218,They underline their continuing commitment to the independence and territorial integrity of Lebanon.,NLD,1976
473489,SEN_42_1987.txt.98,"The question of knowing what role such a negotiating forum should play and who the actors will be should not, in the view of Senegal, continue to block the efforts of the international community to convene it, if the political will to move ahead is indeed present in everybody.",SEN,1987
462366,CSK_42_1987.txt.56,"We welcome the idea of stepping up the work of the Geneva Conference on Disarmament so that it may gradually become a permanent, universal negotiating body on disarmament.",CSK,1987
1544799,CHN_63_2008.txt.147,respects the sovereignty and territorial integrity of,CHN,2008
481509,CSK_43_1988.txt.167,We support the idea of co-ordinating efforts on these issues and the holding of a series of international meetings on the way to the convening of a United Nations conference on the environment in 1992.,CSK,1988
1445618,GNB_61_2006.txt.261,correctly interpreted.,GNB,2006
505561,IRL_44_1989.txt.151,"If the obligation to move beyond a mere cessation of hostilities is accepted, we, the Members of the United Nations, should be prepared to entrust further responsibilities to our Organization.",IRL,1989
1899867,GEO_69_2014.txt.276,"including medical personnel, staff officers and training",GEO,2014
1803114,NRU_67_2012.txt.175,the crisis.,NRU,2012
851144,IRQ_51_1996.txt.213,"However,",IRQ,1996
149553,CPV_32_1977.txt.25,"Today, while we note that a certain amount of evolution has taken place and that more realistic attitudes are being taken with respect to some questions, a development which we welcome with a sense of relief, the concerns to which we have alluded remain and the progress achieved seems insubstantial.",CPV,1977
58199,COG_28_1973.txt.52,100.,COG,1973
891016,ATG_52_1997.txt.288,The undoing of the Lomé trade agreement and the injury,ATG,1997
51464,TUN_27_1972.txt.40,Thus the super-power of one or another of the Titans is very often projected thousands of kilometers beyond the borders of its own territory.,TUN,1972
1485033,BDI_62_2007.txt.244,number of high-level officials makes it possible to take,BDI,2007
1590742,ARG_64_2009.txt.58,and general rules in this globalized world that must be,ARG,2009
2029718,FIN_75_2020.txt.60,It is not only the common responsibility of all of us — the member states — to make it stronger.,FIN,2020
252491,BLR_36_1981.txt.50,"Yet, is everyone complying with the aforementioned requirements?",BLR,1981
530450,PNG_45_1990.txt.270,"taking place in the Asia-Pacific region, the Middle East and elsewhere, point to",PNG,1990
981258,GRD_53_1998.txt.224,"Earth, with its physical environment, is a divine gift to",GRD,1998
668930,SLB_48_1993.txt.450,Montreal Protocol are under way.,SLB,1993
916167,HUN_52_1997.txt.170,As a legitimate,HUN,1997
695558,COG_49_1994.txt.289,solely in terms of growth; it must also be defined in terms,COG,1994
1860314,NAM_68_2013.txt.71,Namibia is concerned about the conflict situations,NAM,2013
442085,CMR_41_1986.txt.138,"It is hoped that wisdom and tolerance will guide the action of all states in the international arena and that the general interest of the international community will prevail over selfish, sectarian considerations.",CMR,1986
1699338,URY_65_2010.txt.167," In this respect, the existing gap between the",URY,2010
762847,CHL_50_1995.txt.340,"that, rather than endlessly increasing contributions, it is",CHL,1995
87183,JAM_29_1974.txt.111,271.,JAM,1974
365632,BRB_38_1983.txt.136,"We are convinced that only a restructuring of the international economic order will ensure lasting peace, security and prosperity for all the peoples of the world.",BRB,1983
728295,MYS_49_1994.txt.313,"that, it must be animated by the spirit of justice and a bias",MYS,1994
331750,NER_37_1982.txt.39,to express the appreciation of the delegation of,NER,1982
1536105,AGO_63_2008.txt.78,"partnerships for sustainable development, trade,",AGO,2008
1065293,MDG_54_1999.txt.90,situations the most vulnerable sectors of society —,MDG,1999
1838953,EST_68_2013.txt.125,often at the expense of far more vital needs.,EST,2013
758404,BHS_50_1995.txt.179,made States acutely aware that attention must now be,BHS,1995
1059874,LAO_54_1999.txt.143,legitimate representative of the entire Chinese people.,LAO,1999
824443,BDI_51_1996.txt.105,Its aim is to make good the,BDI,1996
1056961,KEN_54_1999.txt.3,President of the General Assembly at its fifty-fourth,KEN,1999
816037,UGA_50_1995.txt.8,relations.,UGA,1995
577393,HTI_47_1992.txt.75,"Likewise, in his work entitled Political Justice.",HTI,1992
738007,SDN_49_1994.txt.346,institutions to assist developing countries have severely,SDN,1994
1054720,ISR_54_1999.txt.274,the common objectives of the nations in our region.,ISR,1999
430486,MMR_40_1985.txt.50,"The fundamental purpose of the United Nations is the maintenance of international peace and security, the promotion of which depends on the development of friendly relations and co-operation among States.",MMR,1985
168013,UKR_32_1977.txt.44,"A. Gromyko, for consideration by the current session of the General Assembly",UKR,1977
1237075,JOR_57_2002.txt.243,region the dire consequences of military operations.,JOR,2002
1886291,BGD_69_2014.txt.18,"coexistence, social justice and freedom from poverty,",BGD,2014
1895151,DNK_69_2014.txt.23,no simple solutions.,DNK,2014
561035,BOL_47_1992.txt.351,"worrying signs of uncertainty, lack of confidence and pessimism.",BOL,1992
2039429,SYR_75_2020.txt.72,Timing will depend on the readiness of our armed forces to march into battle.,SYR,2020
35241,CAN_27_1972.txt.86,But the problem cannot be ignored because it is difficult.,CAN,1972
1837179,DOM_68_2013.txt.59,"Over time, we have reached a situation that we now",DOM,2013
143856,YEM_31_1976.txt.102,Israel remains isolated from the international community.,YEM,1976
1466223,PNG_61_2006.txt.245,nations to fuel our economic growth.,PNG,2006
1994324,ESP_73_2018.txt.70,Perhaps that is because we remember our own country’s history.,ESP,2018
240343,MYS_35_1980.txt.43,"Acceptance of, or even acquiescence in, that would put us all back to the cold war of a bipolar world and would rob us of our precious gains of independent action and the right to progress unthreatened and unimpeded.",MYS,1980
975571,EST_53_1998.txt.78,democracy.,EST,1998
555213,ATG_47_1992.txt.250,Transforming Antarctica into a world park or protected area,ATG,1992
182469,ISR_33_1978.txt.77,These forces will not be removed unless such removal is approved by the Security Council of the United Nations.,ISR,1978
518545,BLZ_45_1990.txt.13,The crisis of the past few months in the Persian Gulf brings home forcefully the realisation that peace is more than the absence of war.,BLZ,1990
1575210,PRT_63_2008.txt.141, Portugal believes that the natural vocation of the,PRT,2008
1988766,VAT_72_2017.txt.109,"As history shows, regional and bilateral treaties on the non-proliferation of nuclear weapons have been effective in establishing whole regions free from these weapons.",VAT,2017
113272,NPL_30_1975.txt.105,The Third United Nations Conference on the Law of the Sea was of great importance to us because of our land-locked character and also because of the fact that the right of free and unrestricted access to and from the sea would not only promote economic development by facilitating trade and industrialization but would also help us partake of the sea resources.,NPL,1975
1284802,GMB_58_2003.txt.440,Development Goals.,GMB,2003
1723441,GNQ_66_2011.txt.179,"young people without physical, intellectual and moral",GNQ,2011
443394,CYP_41_1986.txt.180,how we might proceed forward.,CYP,1986
1464765,OMN_61_2006.txt.172,achievements in the area of childcare.,OMN,2006
415138,SYR_39_1984.txt.49,"Then they pretend to be worried over the present divisions within the Arab fold, and they appeal to us to close ranks, but only under the Israeli umbrella.",SYR,1984
362331,ATG_38_1983.txt.80,"Of course, their response to this charge of lack of consultation will be that the Treaty is open for signature to all, but this ignores the reality that signature does not accord membership in the decision-making commission, nor does it take account of the fact that the presence of South Africa among the Contracting Parties makes it impossible for any State which genuinely opposes the vileness of apartheid to sit in the council of the decision-making commission of the Antarctic Treaty.",ATG,1983
831189,CAN_51_1996.txt.152,It strikes at the very heart of,CAN,1996
1827919,BHS_68_2013.txt.88,"free trade, then implement policies that inevitably bring",BHS,2013
109996,LBY_30_1975.txt.95,"You will be the losers if you have chosen to go with the logic of Zionism to the end, and the end of Zionism is inevitable.",LBY,1975
1452808,KGZ_61_2006.txt.120,poverty.,KGZ,2006
1510031,LCA_62_2007.txt.117,much financial and technical assistance to our country,LCA,2007
858890,LKA_51_1996.txt.302,"and environmental policies are essential for all societies,",LKA,1996
1961628,GEO_71_2016.txt.108,"Thanks to Georgia’s strategic location, our ports, roads and transport networks will be an important part of the ambitious and transformative Silk Road Development Plan connecting Europe to Asia.",GEO,2016
378233,MAR_38_1983.txt.13,"Each of us rose above the conflicts and disputes of the past, and with God's help we reached the conclusions of the Fez Conference.",MAR,1983
1069804,MUS_54_1999.txt.341,countries and vulnerable small island developing States in,MUS,1999
431153,MUS_40_1985.txt.66,"In the light of the declarations of all involved that their aim is peace and stability, it would seem that the objectives should be readily attainable.",MUS,1985
1775991,CYP_67_2012.txt.207,"In looking beyond 2015, we need",CYP,2012
1614038,ISR_64_2009.txt.268,thousands of cellular phone calls urging them to,ISR,2009
1572372,NZL_63_2008.txt.27,mechanism for us all to respond.,NZL,2008
600037,SLE_47_1992.txt.248,The National,SLE,1992
538064,CHN_46_1991.txt.69,"In addition, China has always stood for the early conclusion of a convention banning chemical weapons and for greater effectiveness for the Convention on the Prohibition of Biological Weapons.",CHN,1991
424498,EGY_40_1985.txt.61,This situation gives rise to a state of unrest and tension which could be used as a pretext for large-scale foreign intervention - a development that could lead to a widening of the sphere of conflict and an escalation of fighting and destruction.,EGY,1985
1501355,GTM_62_2007.txt.261,reorientation of the Organization that will enhance its,GTM,2007
670301,SUR_48_1993.txt.8,for the Organization.,SUR,1993
962466,BHR_53_1998.txt.41,This must be done in order to radically,BHR,1998
1571281,NLD_63_2008.txt.109,partnership works.,NLD,2008
1499671,GIN_62_2007.txt.263,"Of course, the",GIN,2007
1041671,EGY_54_1999.txt.114,have begun to blow in various parts of the world.,EGY,1999
246837,TCD_35_1980.txt.134,"It was within that framework that, at the OAU meetings in June and July, at Freetown, the Chad delegation gave its full support to the resolution dealing with the Chad crisis with a view to finding an African solution.",TCD,1980
1588291,WSM_63_2008.txt.153," Troubled spots around the world are on the rise,",WSM,2008
1234281,IDN_57_2002.txt.226,much criticized for its preoccupation with consultations,IDN,2002
1462167,NAM_61_2006.txt.90, Namibia attaches importance to the global,NAM,2006
1989672,ALB_73_2018.txt.75,It is quite clear that the consequences of climate change are moving faster than we are.,ALB,2018
273616,THA_36_1981.txt.75,"The Conference emphasized that Kampuchea, like all other countries, has the right to be independent and sovereign, free from any external threat or armed intervention, free to pursue its own development and a better life for its people in an environment of peace, stability and full respect for human rights.",THA,1981
333724,NLD_37_1982.txt.151,no alternative but endless war.,NLD,1982
406241,LBY_39_1984.txt.10,My delegation takes pleasure in congratulating Brunei Darussalam upon its accession to independence.,LBY,1984
555860,AUT_47_1992.txt.62,"the increasing political importance of regional arrangements, the",AUT,1992
646986,LBN_48_1993.txt.252,The Kingdom of Saudi Arabia,LBN,1993
217328,SDN_34_1979.txt.129,"We are particularly pleased to note the positive developments that emerged from the considerable debate conducted last year on alternative approaches, ways and means within the United Nations system, for improving the effective enjoyment of human rights.",SDN,1979
745724,TUR_49_1994.txt.608,"To the extent that it succeeds, we will have a",TUR,1994
1489677,BWA_62_2007.txt.309,consolidate the gains of the past few years and ensure,BWA,2007
293835,CRI_37_1982.txt.203,"Therefore, in order to replace bullets by votes, it was decided, at",CRI,1982
1106181,DEU_55_2000.txt.64,hitherto excluded from the advantages of globalization,DEU,2000
12134,ARG_26_1971.txt.17,"On the one hand, it is possible to assess this Organization bearing in mind the principles on which it rests under the rules that constitute it.",ARG,1971
1142995,PSE_55_2000.txt.431,of real concern for us all.,PSE,2000
1794442,LKA_67_2012.txt.158,Women who are literate also encourage,LKA,2012
1955252,UKR_70_2015.txt.18,"To mislead the world community, the Russian leadership orders its military servicemen to remove their insignias and the identification marks on military equipment.",UKR,2015
1900627,GIN_69_2014.txt.252,and the illicit trafficking in small arms and light,GIN,2014
1689765,RUS_65_2010.txt.26,through direct involvement in conflict settlement but,RUS,2010
318630,JAM_37_1982.txt.158,"General's report, and the action they might take when the Security",JAM,1982
1928349,SRB_69_2014.txt.201,minority in Kosovo and Metohija aimed at achieving,SRB,2014
180067,GRD_33_1978.txt.101,197.,GRD,1978
841445,FJI_51_1996.txt.423,preservation of their sovereignty.,FJI,1996
116805,SWE_30_1975.txt.31,These questions might usefully be discussed also in other forums.,SWE,1975
1967603,NRU_71_2016.txt.40,"However, it is far too early to celebrate.",NRU,2016
583816,LAO_47_1992.txt.156,mankind.,LAO,1992
1896076,ECU_69_2014.txt.111,and youth labour have been substantially reduced.,ECU,2014
881116,THA_51_1996.txt.239,my delegation believes that now is the time for greater,THA,1996
441386,BWA_41_1986.txt.128,"Another serious menace in the world today is terrorism - terrorism, naked, brutal and evil.",BWA,1986
1163829,BRN_56_2001.txt.44,Palestine is still denied to what is now a third,BRN,2001
434300,SAU_40_1985.txt.10,"The eternal message of Islam unites and does not divide, establishes justice and does not inflict injustice, equalizes and does not discriminate.",SAU,1985
880909,THA_51_1996.txt.32,"session of the General Assembly, for his most",THA,1996
14327,CAF_26_1971.txt.94,223.,CAF,1971
481596,CUB_43_1988.txt.69,"Particular attention should be paid to the position of Mr. Nelson Mandela, whose release from a prison in South Africa has become a matter of universal concern.",CUB,1988
540737,FRA_46_1991.txt.1,﻿,FRA,1991
289784,CHN_37_1982.txt.174,Wrangling over the,CHN,1982
1646437,VEN_64_2009.txt.754,"stated, as the then head of the Cuban State, ‘A species",VEN,2009
1586331,USA_63_2008.txt.166,crushed.,USA,2008
1072870,NOR_54_1999.txt.112,This,NOR,1999
1645257,VAT_64_2009.txt.145,"combat crimes of genocide, ethnic cleansing and any",VAT,2009
1734062,LSO_66_2011.txt.87,leaving the mantle to some of its members to,LSO,2011
1329029,BWA_59_2004.txt.82,countries.,BWA,2004
1083750,SWZ_54_1999.txt.306,with this need for reform of the Security Council and that,SWZ,1999
1856482,MHL_68_2013.txt.1,It is my honour to convey to,MHL,2013
1523443,RWA_62_2007.txt.98,that resources be made available on an urgent basis to,RWA,2007
1609109,GNQ_64_2009.txt.3,"Affairs of the Libyan Arab Jamahiriya, on his",GNQ,2009
717599,LBR_49_1994.txt.159,"With remarkable success, the ECOWAS",LBR,1994
1125308,LBR_55_2000.txt.130,programmes.,LBR,2000
2028130,COM_75_2020.txt.5,As-salamu alaykum,COM,2020
27399,RUS_26_1971.txt.173,128.,RUS,1971
162069,NPL_32_1977.txt.56,The United Nations has been seized of this question ever since its inception.,NPL,1977
1020135,UZB_53_1998.txt.183,It is common knowledge that the drying up of,UZB,1998
778061,HND_50_1995.txt.349,all”.,HND,1995
1923606,PRT_69_2014.txt.79,Today,PRT,2014
454929,SGP_41_1986.txt.24,"Even more wisely, the Member States endorsed his actions at the resumed session of the General Assembly in April this year.",SGP,1986
72673,SLV_28_1973.txt.24,"While El Salvador, basing itself on the political logic on which this attitude is founded, shares this approach, I should like, following this same logic out to the very end, that the modification should not be limited to a single aspect, the importance of which is self-evident but which of course does not exhaust the series of problems of the Security Council and much less those inherent in the Charter.",SLV,1973
1673434,KAZ_65_2010.txt.199,"efforts of Member States, UNESCO and other",KAZ,2010
261203,HUN_36_1981.txt.46,The emergence of that particularly inhumane weapon of moss destruction in the military arsenal is a consequence of the fallacious doctrine that proclaims	the possibility of a limited nuclear war and brings closer the danger of a nuclear holocaust.,HUN,1981
363662,BEN_38_1983.txt.147,"That resolution called for direct negotiations between the Kingdom of Morocco and POLISARIO,' for a cease-fire and for the organization among the people of Western Sahara of a referendum on self-determination before the end of December 1983 [we ,4/33/37.2].",BEN,1983
1625340,MMR_64_2009.txt.52,community to respond immediately and effectively.,MMR,2009
1450960,ITA_61_2006.txt.143,"negotiation which has thus far eluded us, a period in",ITA,2006
644612,KGZ_48_1993.txt.107,"For the world community, for large and small countries,",KGZ,1993
298450,DJI_37_1982.txt.285,261.,DJI,1982
771378,FJI_50_1995.txt.63,"decades ago, when our frail canoe embarked on its long",FJI,1995
776396,GRC_50_1995.txt.327,continue to contribute substantially to the country’s,GRC,1995
209533,KHM_34_1979.txt.179,"The Government of Democratic Kampuchea, the only legal and legitimate representative of the people of Kampuchea, concerned to ensure the survival of the nation and people of Kampuchea, calls on all international organizations and all countries that cherish peace, justice and independence to provide their humanitarian aid to the Kampuchean people.",KHM,1979
301848,ESP_37_1982.txt.4,in his experience and knowledge of the questions,ESP,1982
1969140,SEN_71_2016.txt.46,"At the same time, I would call for the immediate implementation of the “Strengthening assistance for complex contract negotiations” initiative of the Group of Seven, especially in the area of mines and hydrocarbons.",SEN,2016
1871012,SSD_68_2013.txt.117,"reduced Government spending by 40 per cent, and at",SSD,2013
1525798,SMR_62_2007.txt.261,of the Security Council.,SMR,2007
1260221,TON_57_2002.txt.40,"A number of key Government agencies, including civil",TON,2002
539567,DJI_46_1991.txt.9,"His tolerance, his tenacity, his discretion and his modesty deserve our admiration.",DJI,1991
4700,ISL_25_1970.txt.5,"I wish to take this opportunity to express my appreciation to your predecessor in the presidential chair, Her Excellency Mrs. Angie BrooksRandolph, who presided over the last session with gracious dignity and great skill.",ISL,1970
1212346,ZAF_56_2001.txt.10,"Mr. Kofi Annan, on being elected to a second term and,",ZAF,2001
1816154,TTO_67_2012.txt.42,“We recognize the responsibility which we have,TTO,2012
1515692,MRT_62_2007.txt.138,competition   as was noted by national and,MRT,2007
685446,AZE_49_1994.txt.317,But the,AZE,1994
1415704,SDN_60_2005.txt.46,We are fully committed to the letter and the spirit,SDN,2005
501903,DJI_44_1989.txt.45,"Needless to say, this requires courage and iconoclastic vision on the part of those institutions.",DJI,1989
201966,CUB_34_1979.txt.237,"The Conference took into account the neo- colonialist efforts to prevent the developing countries from exercising their full, permanent and effective sovereignty over those natural resources and reaffirmed this right.",CUB,1979
140779,SOM_31_1976.txt.257,239.,SOM,1976
1754484,THA_66_2011.txt.61,Thailand is convinced that the three pillars of the,THA,2011
1666259,GEO_65_2010.txt.388,stake than we have in seeing Russia turn into a country,GEO,2010
538804,CRI_46_1991.txt.32,It is absurd to claim that the crisis has ended so long as solid peace and stable democracy have not extended to all the countries of the isthmus.,CRI,1991
1906078,ISR_69_2014.txt.250,fighting a fanaticism today that other countries may be,ISR,2014
1555499,HND_63_2008.txt.139,funds to those big banks.,HND,2008
1341334,GRC_59_2004.txt.123,Particular,GRC,2004
1632946,PRT_64_2009.txt.287,listened to by the parties.,PRT,2009
816132,UGA_50_1995.txt.103,recognition of the role of the affected regions in the,UGA,1995
1216530,BEL_57_2002.txt.122,"cooperation, one that derives not from paternalism but",BEL,2002
1230778,GIN_57_2002.txt.78,"widened further the gap between the parties,",GIN,2002
141222,SWE_31_1976.txt.118,Another problem which is continuously in the forefront of the United Nations is the situation in the Middle East.,SWE,1976
269287,PAN_36_1981.txt.191,"Yet, to tell the truth, we must admit that many of the difficulties lie in the fact that we ourselves, we of the ""South"", have not progressed enough to be able to come to agreement and put forward a joint development program.",PAN,1981
273539,TGO_36_1981.txt.156,133.,TGO,1981
284923,BHS_37_1982.txt.245,rights.,BHS,1982
1717155,DNK_66_2011.txt.140,commitments remain the keys to success.,DNK,2011
1223225,COL_57_2002.txt.232,employment  to begin to pay the social debt.,COL,2002
1132384,MMR_55_2000.txt.108,One such question I wish to bring to the,MMR,2000
1250424,PER_57_2002.txt.13,history rational.,PER,2002
1650478,ATG_65_2010.txt.199,That country has sought international,ATG,2010
1589597,AGO_64_2009.txt.3,congratulate Mr. Ali Treki on his election to preside,AGO,2009
1722794,GMB_66_2011.txt.197,address the food security needs of developing,GMB,2011
862602,MHL_51_1996.txt.37,"Excellency Mr. Amata Kabua, emphasized the unity and",MHL,1996
1705459,ATG_66_2011.txt.370,"regional economic and financial crises, ECCU",ATG,2011
1438870,CYP_61_2006.txt.140,bicommunal federation.,CYP,2006
1175476,GIN_56_2001.txt.273,"exploitation of natural resources, the traffic in weapons",GIN,2001
1884279,ATG_69_2014.txt.344,equality and the rights of the disabled.,ATG,2014
447444,IRL_41_1986.txt.24,"It has nurtured the process of decolonization, which has seen over 100 States come to independence.",IRL,1986
1344304,IRN_59_2004.txt.37,approach based on collective cooperation under the,IRN,2004
759913,BRA_50_1995.txt.46,We expect from our partners an attitude of,BRA,1995
1548211,DMA_63_2008.txt.86,Most of those States are incapable of starting any,DMA,2008
524595,IRL_45_1990.txt.80,"While we regret that the Conference was unable to adopt a concluding document, we believe that the discussions have reinforced a commitment to the Treaty, and we look forward to redoubling efforts to ensure a successful outcome of the 1995 Review Conference and to agreement on extension of this vital Treaty.",IRL,1990
581984,KAZ_47_1992.txt.170,"and security in our continent of Asia or, more broadly, in Eurasia.",KAZ,1992
1587706,VNM_63_2008.txt.52,peaceful solutions to the conflicts and disputes that still,VNM,2008
1795470,LVA_67_2012.txt.111,Latvia is already engaged in training Afghan experts,LVA,2012
1650022,ARG_65_2010.txt.341,a Council that could strike a balance between the,ARG,2010
1342966,HUN_59_2004.txt.124,We should continue our efforts in the field of,HUN,2004
451154,MNG_41_1986.txt.42,"My delegation calls upon all other nuclear-weapon states, above all the United States, to join in the moratorium and to start wording out an agreement on a comprehensive ban of nuclear-weapon tests.",MNG,1986
1071930,NGA_54_1999.txt.122,"experiencing import compression, weak productivity and",NGA,1999
262717,ISR_36_1981.txt.82,Arab and Soviet bloc supporters of Syria and the PLO have made any such condemnation impossible.,ISR,1981
763962,COD_50_1995.txt.371,We trust that efforts will be made to ensure that further,COD,1995
1926759,SLB_69_2014.txt.352,our time.,SLB,2014
100050,BGR_30_1975.txt.152,The course of historical development shows that the desire of the peoples for a limitation of the arms race and for effective disarmament always faces stubborn opposition.,BGR,1975
593881,OMN_47_1992.txt.208,"countries overcome their environmental problems, by way of consolidating the",OMN,1992
1577144,SDN_63_2008.txt.200,"the intransigence of the non-signatories, threatening",SDN,2008
928881,MCO_52_1997.txt.228,"the Commission on Sustainable Development, some quite",MCO,1997
130419,IRL_31_1976.txt.169,"We must reject the spurious claim of such groups to promote justice by their barbarous actions; we must together work out effective means to bring these atrocities to an end, and we must complement the action we take by continuing our own sustained efforts both as individual States and through this world Organization to promote a more just and peaceful world order.",IRL,1976
1506673,JPN_62_2007.txt.279,will make efforts to continue our refuelling activities in,JPN,2007
312888,IDN_37_1982.txt.216,solution to the conflict.,IDN,1982
531085,RUS_45_1990.txt.97,Of course the United Nations itself will have to play the primary role in this.,RUS,1990
832817,CIV_51_1996.txt.374,primary purpose of ensuring national cohesion and progress.,CIV,1996
1665277,GAB_65_2010.txt.41,"efforts to promote our natural resources, while",GAB,2010
1078100,QAT_54_1999.txt.156,"disputes and regional, bilateral and internal conflicts.",QAT,1999
731744,OMN_49_1994.txt.121,The desired just and lasting peace will prevail only,OMN,1994
174300,COD_33_1978.txt.148,205.,COD,1978
220892,URY_34_1979.txt.144,319.,URY,1979
190147,RUS_33_1978.txt.134,69.,RUS,1978
352591,TUR_37_1982.txt.94,"hope that, despite the convulsions it has",TUR,1982
1043664,ETH_54_1999.txt.588,to insist — not without sacrifice — that there should be,ETH,1999
2029280,ESP_75_2020.txt.15,The pandemic has widened the injustice and vulnerability gap.,ESP,2020
1515802,MUS_62_2007.txt.32,Conflicts in some parts of Africa,MUS,2007
